Date,price_AAPL,return_AAPL,price_AMZN,return_AMZN,price_BA,return_BA,price_BAC,return_BAC,price_BP,return_BP,price_CAT,return_CAT,price_CSCO,return_CSCO,price_CVX,return_CVX,price_ENB,return_ENB,price_GE,return_GE,price_GILD,return_GILD,price_HD,return_HD,price_HON,return_HON,price_IBM,return_IBM,price_INTC,return_INTC,price_JNJ,return_JNJ,price_JPM,return_JPM,price_KO,return_KO,price_MFC,return_MFC,price_MMM,return_MMM,price_MRK,return_MRK,price_MSFT,return_MSFT,price_ORCL,return_ORCL,price_PFE,return_PFE,price_SHEL,return_SHEL,price_TD,return_TD,price_VZ,return_VZ,price_WMT,return_WMT
2002-01-02,0.34906861186027527,0.0,0.5479999780654907,0.0,25.23736000061035,0.0,17.549985885620117,0.0,13.983030319213867,0.0,14.203388214111328,0.0,12.44279670715332,0.0,17.867616653442383,0.0,2.2523937225341797,0.0,109.06498718261719,0.0,2.6674110889434814,0.0,29.5545597076416,0.0,17.372461318969727,0.0,60.36846160888672,0.0,18.81856346130371,0.0,30.465673446655273,0.0,18.325847625732422,0.0,11.873961448669434,0.0,5.456921100616455,0.0,25.033315658569336,0.0,23.111146926879883,0.0,20.42926788330078,0.0,11.17756175994873,0.0,14.619241714477539,0.0,15.13253116607666,0.0,4.9723334312438965,0.0,13.125240325927734,0.0,12.47610092163086,0.0
2002-01-03,0.3532634675502777,0.012017281266416324,0.5950000286102295,0.08576651902552057,25.66792869567871,0.017060766064990407,17.530471801757812,-0.0011119145046317724,13.989099502563477,0.00043403920402496077,14.390382766723633,0.013165489092702654,13.432785034179688,0.0795631681788409,17.871623992919922,0.00022427946352698847,2.237910509109497,-0.006430142865248012,108.15946197509766,-0.008302620583481413,2.5458292961120605,-0.04558044814891182,29.355148315429688,-0.006747229333968208,17.715747833251953,0.019760384437142342,61.44167709350586,0.017777751097456385,20.2556209564209,0.07636382543610121,30.45528793334961,-0.00034089229387457287,18.81488037109375,0.02668540933815522,11.718878746032715,-0.01306073826390075,5.578328609466553,0.022248353350093897,24.949983596801758,-0.0033288463623496467,22.82881736755371,-0.012216163923816414,21.09663200378418,0.032667060038353846,12.224956512451172,0.09370511879034749,14.545965194702148,-0.005012333827330018,15.083355903625488,-0.0032496389342591137,5.107995510101318,0.027283383291430763,13.561034202575684,0.03320273502246485,12.4610595703125,-0.0012056131489190935
2002-01-04,0.35491204261779785,0.004666701255446215,0.612500011920929,0.02941173524239149,26.734386444091797,0.041548258959930306,17.803647994995117,0.015582934465569354,14.052865028381348,0.004558229484763254,14.81113052368164,0.029238121304941744,13.478081703186035,0.003372098108552324,17.831682205200195,-0.002234927711972312,2.243875026702881,0.002665217205560788,109.06498718261719,0.008372131212413203,2.666109085083008,0.04724581854511456,29.883012771606445,0.01798200610348477,17.991422653198242,0.015561003833485021,62.40556335449219,0.01568782472391539,20.409589767456055,0.00760128812473404,30.175033569335938,-0.009202157754246154,19.661842346191406,0.04501553867963404,11.613819122314453,-0.008964989398309808,5.66352653503418,0.01527302020591681,25.0247745513916,0.0029976354212686296,22.77467918395996,-0.0023714843709203848,20.996063232421875,-0.004767053401901533,12.352882385253906,0.010464321298193635,14.436049461364746,-0.007556441381932899,15.138675689697266,0.0036676046382013716,5.151249408721924,0.008467881096424046,13.699078559875488,0.010179485962330537,12.37939167022705,-0.006553848781849725
2002-01-07,0.34307676553726196,-0.03334707099043466,0.6169999837875366,0.007346892700450525,27.1583251953125,0.015857433351136097,17.591806411743164,-0.011898773965397735,13.891934394836426,-0.011451802406121758,14.615876197814941,-0.013182945458113826,13.28396987915039,-0.014402036455214429,17.915550231933594,0.0047033154678441935,2.2302441596984863,-0.006074699723550792,104.83026123046875,-0.03882754733247129,2.671318531036377,0.0019539507901293884,29.67186164855957,-0.007065924867103779,18.04344367980957,0.002891434858381281,61.635459899902344,-0.012340301299986756,20.113052368164062,-0.014529316986313656,30.0349063873291,-0.004643811967428357,19.61142921447754,-0.002564008541327434,11.311153411865234,-0.026060825234283658,5.6507463455200195,-0.00225657802344581,24.725589752197266,-0.011955544237967963,22.469158172607422,-0.013414942484358483,20.8924617767334,-0.0049343276661739655,12.384866714477539,0.0025892199266637217,14.545965194702148,0.007613975944843476,14.895892143249512,-0.01603730414893434,5.212202072143555,0.01183259799427061,13.61517333984375,-0.0061248805651422655,12.334254264831543,-0.003646173139837283
2002-01-08,0.3387317955493927,-0.012664716542564403,0.5924999713897705,-0.03970828693927919,26.71452522277832,-0.016341212845141784,17.310266494750977,-0.01600403678864093,13.72188949584961,-0.012240548663260409,14.120890617370605,-0.03386629537258501,13.555726051330566,0.020457451699488205,17.98145294189453,0.0036785200067965818,2.236208438873291,0.0026742718499535023,103.73826599121094,-0.010416794029131204,2.7720584869384766,0.037711697325371496,29.970979690551758,0.01008086535098518,17.68454360961914,-0.01989088538525685,61.958404541015625,0.005239591651262865,20.289833068847656,0.008789352180249344,29.837678909301758,-0.006566608714670408,19.460186004638672,-0.007711993255811067,11.168581008911133,-0.0126045857361059,5.661395072937012,0.0018844815827621098,24.586685180664062,-0.005617846648970581,22.712793350219727,0.010843093263250392,21.142337799072266,0.011960104319402864,12.592747688293457,0.016785079614374254,14.50566577911377,-0.0027704875578181687,14.862095832824707,-0.0022688342597942945,5.2102370262146,-0.00037700877704971436,13.583808898925781,-0.002303638751787518,12.4309720993042,0.007841401060494357
2002-01-09,0.32434946298599243,-0.0424593520666503,0.5764999985694885,-0.02700417484029982,26.4296932220459,-0.010662064863857568,17.26844596862793,-0.002415937740515295,13.685458183288574,-0.0026549778419403536,14.178645133972168,0.004090005238799543,13.491022109985352,-0.004773181539683313,17.793750762939453,-0.010438654738391895,2.24983811378479,0.006094993058145537,102.67295837402344,-0.010269186659412233,2.8575994968414307,0.030858299096505615,29.478307723999023,-0.016438300370543057,17.91860008239746,0.013235086974538124,61.85408020019531,-0.0016837802973324045,20.16438102722168,-0.006183000185378096,29.536657333374023,-0.0100886391613354,19.515647888183594,0.002850018161784318,11.146065711975098,-0.0020159496464295934,5.6315765380859375,-0.005266994171386319,24.50119972229004,-0.0034769005152940347,22.74761199951172,0.0015329972300239803,20.93816566467285,-0.009657027351458458,13.376296043395996,0.06222219125623751,14.674206733703613,0.011618974072360011,14.794479370117188,-0.004549591354281346,5.27118444442749,0.011697628707915131,13.332863807678223,-0.018473838458328395,12.12148666381836,-0.024896318084662306
2002-01-10,0.31805720925331116,-0.019399611994896482,0.5519999861717224,-0.042497853353963166,26.389938354492188,-0.001504174385215773,17.28238868713379,0.0008074101474555562,13.70974349975586,0.0017745344103232696,14.063148498535156,-0.008145816073799605,13.5880765914917,0.007194005073530629,17.76180076599121,-0.0017955740402292308,2.2523937225341797,0.001135907838760275,102.83270263671875,0.0015558552634022949,2.943140745162964,0.029934652639771242,29.501758575439453,0.000795529094139269,17.585729598999023,-0.018576813024887895,60.68644714355469,-0.018877219624986674,19.75949478149414,-0.020079279655594084,30.247697830200195,0.024073153871164488,19.732425689697266,0.011107896737823753,11.201096534729004,0.004937241909024559,5.625186443328857,-0.0011346902086590838,24.191328048706055,-0.012647204100053822,22.805620193481445,0.0025500783981620145,21.11186408996582,0.008295780445850331,13.344313621520996,-0.0023909774253829674,15.02595043182373,0.023970201899379928,14.908185958862305,0.007685744519999149,5.222033500671387,-0.009324459099143145,13.466516494750977,0.010024304530567907,12.250441551208496,0.010638537249317404
2002-01-11,0.31536078453063965,-0.008477797843355894,0.5515000224113464,-0.0009057314726461652,25.62818145751953,-0.028865429192750924,16.975765228271484,-0.017741960582716043,13.60346508026123,-0.007752035586699457,13.97514820098877,-0.00625751036871669,13.076904296875,-0.037619179666441904,17.454280853271484,-0.017313554901963513,2.266024589538574,0.006051724824138738,101.82061767578125,-0.009842053500362935,3.001326084136963,0.019769811915935742,29.595609664916992,0.003181203223446838,17.2944393157959,-0.01656401467811175,59.77720260620117,-0.01498266219478439,19.702468872070312,-0.002886000378776732,30.22174644470215,-0.0008579623362984234,19.329118728637695,-0.020438792847964238,11.33116340637207,0.011611976670301338,5.565550804138184,-0.010601540018535416,24.31742286682129,0.005212397511263456,22.809484481811523,0.00016944456223044746,20.907695770263672,-0.00967078600127913,13.008505821228027,-0.025164861214847067,14.87572956085205,-0.009997428891654336,14.834430694580078,-0.004947299724174847,5.194507122039795,-0.005271199165622464,13.55653190612793,0.006684387266153058,11.992531776428223,-0.021053100306807404
2002-01-14,0.3168591260910034,0.004751198100276799,0.5055000185966492,-0.08340888838692972,25.33673095703125,-0.011372266150502353,16.925596237182617,-0.002955330167108805,13.497188568115234,-0.007812458922705212,13.884398460388184,-0.006493651394277489,12.701620101928711,-0.028698244357112213,17.450294494628906,-0.00022838859280938095,2.277099609375,0.004887422620017068,100.94172668457031,-0.008631758589498162,2.983088493347168,-0.006076510941675717,29.05015754699707,-0.01843017001830871,16.488235473632812,-0.0466163619092721,58.654273986816406,-0.01878523200194504,19.867839813232422,0.008393412126971311,30.579866409301758,0.011849744198432655,18.80983543395996,-0.026865337316614113,11.13105583190918,-0.017659931931646167,5.546380043029785,-0.0034445397738790406,23.88360023498535,-0.017839992099978885,22.75921058654785,-0.002204078540387955,20.865032196044922,-0.0020405679653818787,13.104448318481445,0.007375366438846065,14.846416473388672,-0.001970531081750826,14.567062377929688,-0.018023496968311514,5.194507122039795,0.0,13.722914695739746,0.012273256225407314,11.983936309814453,-0.0007167349458822025
2002-01-15,0.3250986337661743,0.02600369374497502,0.5145000219345093,0.017804160250766365,26.065372467041016,0.028758307898737012,17.129074096679688,0.01202190201430331,13.688486099243164,0.014173139106897992,13.680899620056152,-0.01465665515957415,12.73397159576416,0.0025470368012767697,17.81171989440918,0.02071170775321396,2.2881739139556885,0.004863337789482225,103.0990219116211,0.021371689368778535,2.993943452835083,0.0036388325428908797,29.149856567382812,0.0034319614351299155,15.994110107421875,-0.02996835937969944,59.0517578125,0.006776723990700839,19.77659797668457,-0.00459243870524273,30.70962142944336,0.004243151961649261,19.0921630859375,0.01500957586624141,11.093537330627441,-0.0033706147779966056,5.614536285400391,0.012288419084490743,23.400623321533203,-0.020222115120846373,22.681854248046875,-0.003398902532528947,21.194143295288086,0.015773332921362515,13.584174156188965,0.03660786215860412,14.806110382080078,-0.002714870041591544,14.85901927947998,0.020042263427980656,5.249558925628662,0.01059808029818421,13.662907600402832,-0.004372766038948206,12.222495079040527,0.019906545150002453
